,Country Name,Country Code,Indicator Name,Indicator Code,year,hosp_per_1000
3513,Ghana,GHA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3514,Gibraltar,GIB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3515,Guinea,GIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3516,"Gambia, The",GMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3517,Guinea-Bissau,GNB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3518,Equatorial Guinea,GNQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3519,Greece,GRC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3520,Grenada,GRD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3521,Greenland,GRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3522,Guatemala,GTM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3523,Guam,GUM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3524,Guyana,GUY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3525,High income,HIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3526,"Hong Kong SAR, China",HKG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3527,Honduras,HND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3528,Heavily indebted poor countries (HIPC),HPC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3529,Croatia,HRV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3530,Haiti,HTI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3531,Hungary,HUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3532,IBRD only,IBD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3533,IDA & IBRD total,IBT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3534,IDA total,IDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3535,IDA blend,IDB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3536,Indonesia,IDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3537,IDA only,IDX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3538,Isle of Man,IMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3539,India,IND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3540,Not classified,INX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3541,Ireland,IRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3542,"Iran, Islamic Rep.",IRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3543,Iraq,IRQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3544,Iceland,ISL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3545,Israel,ISR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3546,Italy,ITA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,10.5
3547,Jamaica,JAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3548,Jordan,JOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3549,Japan,JPN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3550,Kazakhstan,KAZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3551,Kenya,KEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3552,Kyrgyz Republic,KGZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3553,Cambodia,KHM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3554,Kiribati,KIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3555,St. Kitts and Nevis,KNA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3556,"Korea, Rep.",KOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3557,Kuwait,KWT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3558,Latin America & Caribbean (excluding high income),LAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3559,Lao PDR,LAO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3560,Lebanon,LBN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3561,Liberia,LBR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3562,Libya,LBY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3563,St. Lucia,LCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3564,Latin America & Caribbean,LCN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3565,Least developed countries: UN classification,LDC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3566,Low income,LIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3567,Liechtenstein,LIE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3568,Sri Lanka,LKA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3569,Lower middle income,LMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3570,Low & middle income,LMY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3571,Lesotho,LSO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3572,Late-demographic dividend,LTE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3573,Lithuania,LTU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3574,Luxembourg,LUX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3575,Latvia,LVA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3576,"Macao SAR, China",MAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3577,St. Martin (French part),MAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3578,Morocco,MAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3579,Monaco,MCO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3580,Moldova,MDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3581,Madagascar,MDG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3582,Maldives,MDV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3583,Middle East & North Africa,MEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3584,Mexico,MEX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3585,Marshall Islands,MHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3586,Middle income,MIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3587,North Macedonia,MKD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,5.4028000831604
3588,Mali,MLI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3589,Malta,MLT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3590,Myanmar,MMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3591,Middle East & North Africa (excluding high income),MNA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3592,Montenegro,MNE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3593,Mongolia,MNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3594,Northern Mariana Islands,MNP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3595,Mozambique,MOZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3596,Mauritania,MRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3597,Mauritius,MUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3598,Malawi,MWI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3599,Malaysia,MYS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3600,North America,NAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,7.199999809265139
3601,Namibia,NAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3602,New Caledonia,NCL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3603,Niger,NER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3604,Nigeria,NGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3605,Nicaragua,NIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3606,Netherlands,NLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3607,Norway,NOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3608,Nepal,NPL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3609,Nauru,NRU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3610,New Zealand,NZL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3611,OECD members,OED,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3612,Oman,OMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3613,Other small states,OSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3614,Pakistan,PAK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3615,Panama,PAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3616,Peru,PER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3617,Philippines,PHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3618,Palau,PLW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3619,Papua New Guinea,PNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3620,Poland,POL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3621,Pre-demographic dividend,PRE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3622,Puerto Rico,PRI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3623,"Korea, Dem. People’s Rep.",PRK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3624,Portugal,PRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3625,Paraguay,PRY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3626,West Bank and Gaza,PSE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3627,Pacific island small states,PSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3628,Post-demographic dividend,PST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3629,French Polynesia,PYF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3630,Qatar,QAT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3631,Romania,ROU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3632,Russian Federation,RUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3633,Rwanda,RWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3634,South Asia,SAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3635,Saudi Arabia,SAU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3636,Sudan,SDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3637,Senegal,SEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3638,Singapore,SGP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3639,Solomon Islands,SLB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3640,Sierra Leone,SLE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3641,El Salvador,SLV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3642,San Marino,SMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3643,Somalia,SOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3644,Serbia,SRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3645,Sub-Saharan Africa (excluding high income),SSA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3646,South Sudan,SSD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3647,Sub-Saharan Africa,SSF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3648,Small states,SST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3649,Sao Tome and Principe,STP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3650,Suriname,SUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3651,Slovak Republic,SVK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3652,Slovenia,SVN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3653,Sweden,SWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3654,Eswatini,SWZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3655,Sint Maarten (Dutch part),SXM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3656,Seychelles,SYC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3657,Syrian Arab Republic,SYR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3658,Turks and Caicos Islands,TCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3659,Chad,TCD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3660,East Asia & Pacific (IDA & IBRD countries),TEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,1.76999998092651
3661,Europe & Central Asia (IDA & IBRD countries),TEC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3662,Togo,TGO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3663,Thailand,THA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3664,Tajikistan,TJK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3665,Turkmenistan,TKM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3666,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3667,Timor-Leste,TLS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3668,Middle East & North Africa (IDA & IBRD countries),TMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3669,Tonga,TON,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3670,South Asia (IDA & IBRD),TSA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3671,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3672,Trinidad and Tobago,TTO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3673,Tunisia,TUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3674,Turkey,TUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3675,Tuvalu,TUV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3676,Tanzania,TZA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3677,Uganda,UGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3678,Ukraine,UKR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3679,Upper middle income,UMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3680,Uruguay,URY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3681,United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,7.199999809265139
3682,Uzbekistan,UZB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3683,St. Vincent and the Grenadines,VCT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3684,"Venezuela, RB",VEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3685,British Virgin Islands,VGB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3686,Virgin Islands (U.S.),VIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3687,Vietnam,VNM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3688,Vanuatu,VUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3689,World,WLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3690,Samoa,WSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3691,Kosovo,XKX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3692,"Yemen, Rep.",YEM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3693,South Africa,ZAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3694,Zambia,ZMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3695,Zimbabwe,ZWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1973,
3696,Aruba,ABW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3697,Afghanistan,AFG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3698,Angola,AGO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3699,Albania,ALB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3700,Andorra,AND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3701,Arab World,ARB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3702,United Arab Emirates,ARE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3703,Argentina,ARG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3704,Armenia,ARM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3705,American Samoa,ASM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3706,Antigua and Barbuda,ATG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3707,Australia,AUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,12.0
3708,Austria,AUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3709,Azerbaijan,AZE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3710,Burundi,BDI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3711,Belgium,BEL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3712,Benin,BEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3713,Burkina Faso,BFA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3714,Bangladesh,BGD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3715,Bulgaria,BGR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3716,Bahrain,BHR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3717,"Bahamas, The",BHS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3718,Bosnia and Herzegovina,BIH,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3719,Belarus,BLR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3720,Belize,BLZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3721,Bermuda,BMU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3722,Bolivia,BOL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3723,Brazil,BRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3724,Barbados,BRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3725,Brunei Darussalam,BRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3726,Bhutan,BTN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3727,Botswana,BWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3728,Central African Republic,CAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3729,Canada,CAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3730,Central Europe and the Baltics,CEB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3731,Switzerland,CHE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3732,Channel Islands,CHI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3733,Chile,CHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3734,China,CHN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,1.85000002384186
3735,Cote d'Ivoire,CIV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3736,Cameroon,CMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3737,"Congo, Dem. Rep.",COD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3738,"Congo, Rep.",COG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3739,Colombia,COL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3740,Comoros,COM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3741,Cabo Verde,CPV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3742,Costa Rica,CRI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3743,Caribbean small states,CSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3744,Cuba,CUB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3745,Curacao,CUW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3746,Cayman Islands,CYM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3747,Cyprus,CYP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3748,Czech Republic,CZE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3749,Germany,DEU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3750,Djibouti,DJI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3751,Dominica,DMA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3752,Denmark,DNK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,8.5
3753,Dominican Republic,DOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3754,Algeria,DZA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3755,East Asia & Pacific (excluding high income),EAP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,1.85000002384186
3756,Early-demographic dividend,EAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3757,East Asia & Pacific,EAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3758,Europe & Central Asia (excluding high income),ECA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3759,Europe & Central Asia,ECS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3760,Ecuador,ECU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3761,"Egypt, Arab Rep.",EGY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3762,Euro area,EMU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3763,Eritrea,ERI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3764,Spain,ESP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3765,Estonia,EST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3766,Ethiopia,ETH,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3767,European Union,EUU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3768,Fragile and conflict affected situations,FCS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3769,Finland,FIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3770,Fiji,FJI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3771,France,FRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,10.5
3772,Faroe Islands,FRO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3773,"Micronesia, Fed. Sts.",FSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3774,Gabon,GAB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3775,United Kingdom,GBR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3776,Georgia,GEO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3777,Ghana,GHA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3778,Gibraltar,GIB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3779,Guinea,GIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3780,"Gambia, The",GMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3781,Guinea-Bissau,GNB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3782,Equatorial Guinea,GNQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3783,Greece,GRC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3784,Grenada,GRD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3785,Greenland,GRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3786,Guatemala,GTM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3787,Guam,GUM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3788,Guyana,GUY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
3789,High income,HIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1974,
